year,constituency,constituency_type,candidates,party,vote_count,vote_percentage
1988,BUONA VISTA,SMC,Low Yong Nguan,SDP,5037,0.3511
1988,BUONA VISTA,SMC,Peter Sung,PAP,8859,0.6176
1988,CAIRNHILL,SMC,Jimmy Tan Tiang Hoe,SDP,7194,0.3602
1988,CAIRNHILL,SMC,Wong Kwei Cheong,PAP,12779,0.6398
1988,CHANGI,SMC,Chiam Yeow Juan,WP,6431,0.4063
1988,CHANGI,SMC,Teo Chong Tee,PAP,9398,0.5937
1988,CHENG SAN,GRC,Chandra Das S | Heng Chiang Meng | Lee Yock Suan,PAP,na,na
1988,CHUA CHU KANG,SMC,Goh Seng Soon,WP,7597,0.4072
1988,CHUA CHU KANG,SMC,Low Seow Chay,PAP,11058,0.5928
1988,EUNOS,GRC,Chew Heng Ching | Tay Eng Soon | Zulkifli Mohammed,PAP,36500,0.5089
1988,EUNOS,GRC,Lee Siew Choh | Mohd Khalit B Md Baboo | Francis Seow,WP,35221,0.4911
1988,FENGSHAN,SMC,Arthur Beng Kian Lam,PAP,9507,0.5792
1988,FENGSHAN,SMC,Chng Chin Siah,WP,6907,0.4208
1988,HONG KAH,GRC,A Nasser Kamaruddin | John Chen Seow Phun | Yeo Cheow Tong,PAP,na,na
1988,HOUGANG,SMC,Lim Chiu Liang,WP,8342,0.4104
1988,HOUGANG,SMC,Tang Guan Seng,PAP,11983,0.5896
1988,JALAN BESAR,GRC,Lee Boon Yang | Peh Chin Hua | Sidek Bin Saniff,PAP,31604,0.6268
1988,JALAN BESAR,GRC,Marsh Edmund Richard | Mohamed Bin Idris | Toh Keng Thong @ Toh Keng Tong,WP,18814,0.3732
1988,JURONG,SMC,Ho Kah Leong,PAP,14769,0.7517
1988,JURONG,SMC,Mohamed Awang,PKMS,4879,0.2483
1988,KALLANG,SMC,A L Sundram,WP,6707,0.3387
1988,KALLANG,SMC,S Dhanabalan,PAP,13097,0.6613
1988,KAMPONG GLAM,SMC,Frederick De Wind,WP,5800,0.3117
1988,KAMPONG GLAM,SMC,Loh Meng See,PAP,12525,0.6732
1988,KAMPONG GLAM,SMC,M Sani Jan,AI,280,0.0151
1988,KEBUN BARU,SMC,Lim Boon Heng,PAP,15734,0.7536
1988,KEBUN BARU,SMC,Mohamed Affendy Bin Abdul Rahim,NSP,5145,0.2464
1988,KIM KEAT,SMC,Md Shariff Bin Yahya,SDP,3937,0.27
1988,KIM KEAT,SMC,Ong Teng Cheong,PAP,10644,0.73
1988,KIM SENG,SMC,Chin Tian Choo,WP,5670,0.331
1988,KIM SENG,SMC,Yeo Ning Hong,PAP,11460,0.669
1988,KRETA AYER,SMC,Hu Tsu Tau,PAP,13158,0.705
1988,KRETA AYER,SMC,Loh Fook Cheong,WP,5507,0.295
1988,LENG KEE,SMC,Chua Chwee Huat Peter,WP,7192,0.3504
1988,LENG KEE,SMC,Ow Chin Hock,PAP,13334,0.6496
1988,MACPHERSON,SMC,Chua Sian Chin,PAP,10453,0.6598
1988,MACPHERSON,SMC,Kum Teng Hock,NSP,5390,0.3402
1988,MARINE PARADE,GRC,A R Suib | M Ramasamy | Theng Chin Eng,JPS,14660,0.2619
1988,MARINE PARADE,GRC,Choo Wee Khiang | Goh Chok Tong | Othman Haron Eusofe,PAP,41325,0.7381
1988,MOULMEIN,SMC,A Balakrishnan,WP,5817,0.3392
1988,MOULMEIN,SMC,Sia Khoon Seong,PAP,11334,0.6608
1988,MOUNTBATTEN,SMC,Chiam Pan Boon,Independent,3554,0.2185
1988,MOUNTBATTEN,SMC,Yap Giau Cheng Eugene,PAP,12712,0.7815
1988,NEE SOON CENTRAL,SMC,Cheo Chai Chen,SDP,8944,0.3846
1988,NEE SOON CENTRAL,SMC,Giam Lai Cheng,UPF,914,0.0393
1988,NEE SOON CENTRAL,SMC,Ng Pock Too,PAP,13396,0.5761
1988,NEE SOON SOUTH,SMC,Koh Lip Lin,PAP,13793,0.6488
1988,NEE SOON SOUTH,SMC,Munjeet Singh,UPF,932,0.0439
1988,NEE SOON SOUTH,SMC,Yong Chu Leong,SDP,6533,0.3073
1988,PASIR PANJANG,GRC,Abbas Abu Amin | Bernard Chen Tien Lap | Wan Soon Bee,PAP,38545,0.6157
1988,PASIR PANJANG,GRC,Gan Eng Guan | Mohd Taib Sattar | Wee Han Kim,WP,24059,0.3843
1988,PAYA LEBAR,SMC,Chew David,SDP,11240,0.4764
1988,PAYA LEBAR,SMC,Philip Tan Tee Yong,PAP,12352,0.5236
1988,POTONG PASIR,SMC,Kenneth Chen Koon Lap,PAP,6893,0.3687
1988,POTONG PASIR,SMC,Chiam See Tong,SDP,11804,0.6313
1988,PUNGGOL,SMC,Abdul Rasheed s/o Y Abdul Kuthus,SDP,12017,0.4015
1988,PUNGGOL,SMC,Ng Kah Ting,PAP,17914,0.5985
1988,SEMBAWANG,GRC,Ang Bee Lian | Kasim Bin Ibrahim | Harbans Singh,UPF,15436,0.2992
1988,SEMBAWANG,GRC,Chong You Fook Charles | Shanmugam K | Tony Tan Keng Yam,PAP,36154,0.7008
1988,SERANGOON GARDENS,SMC,Harry Baptist,Independent,5654,0.2583
1988,SERANGOON GARDENS,SMC,Lau Teik Soon,PAP,16234,0.7417
1988,SIGLAP,SMC,Abdullah Bin Tarmugi,PAP,12101,0.7373
1988,SIGLAP,SMC,Chong Tung Shang,WP,4311,0.2627
1988,TAMPINES,GRC,Abdul Malik Bin Ali | Chan Yeng Cheong | Lim Ah Yong,NSP,23796,0.39
1988,TAMPINES,GRC,Mah Bow Tan | Aline Wong | Yatiman Yusof,PAP,37216,0.61
1988,TANGLIN,SMC,Lew Syn Pau,PAP,na,na
1988,TANJONG PAGAR,SMC,Lee Kuan Yew,PAP,14043,0.816
1988,TANJONG PAGAR,SMC,M G Guru,Independent,3167,0.184
1988,TECK GHEE,SMC,Lee Hsien Loong,PAP,11512,0.7913
1988,TECK GHEE,SMC,Patrick Leong S C,Independent,3037,0.2087
1988,TELOK BLANGAH,SMC,Koh Lam Son,PAP,11160,0.6421
1988,TELOK BLANGAH,SMC,Tan Soo Phuan,WP,6220,0.3579
1988,THOMSON,SMC,Leong Horn Kee,PAP,21514,0.6701
1988,THOMSON,SMC,Ng Teck Siong,SDP,10590,0.3299
1988,TIONG BAHRU,GRC,Chng Hee Kok | Ch'ng Jit Koon | S Vasoo,PAP,31732,0.5784
1988,TIONG BAHRU,GRC,Lim Lye Soon | Low Thia Khiang | Gopalan Nair,WP,23132,0.4216
1988,TOA PAYOH,GRC,Davinder Singh | Ho Tat Kin | Wong Kan Seng,PAP,na,na
1988,ULU PANDAN,SMC,George Sita,SDP,6466,0.3093
1988,ULU PANDAN,SMC,Dixie Tan-Lee Mo Chun,PAP,14436,0.6907
1988,WHAMPOA,SMC,Ken Sunn,NSP,5126,0.4053
1988,WHAMPOA,SMC,Augustine Tan Hui Heng,PAP,7522,0.5947
1988,YIO CHU KANG,SMC,Lau Ping Sum,PAP,10996,0.7367
1988,YIO CHU KANG,SMC,Rasiah Thiagarajah,NSP,3931,0.2633
1988,YUHUA,SMC,Foo Yee Shoon,PAP,11497,0.6296
1988,YUHUA,SMC,Toh Kim Kiat,SDP,6765,0.3704
1991,ALJUNIED,GRC,Chin Harn Tong | Ker Sin Tze | Mohamad Maidin B P M | George Yong-Boon Yeo,PAP,na,na
1991,ANG MO KIO,GRC,Lau Ping Sum | Lee Hsien Loong | Umar Abdul Hamid | Yeo Toon Chia,PAP,na,na
1991,AYER RAJAH,SMC,Aziz Ibrahim,PKMS,4971,0.2484
1991,AYER RAJAH,SMC,Tan Cheng Bock,PAP,15038,0.7516
1991,BEDOK,GRC,A Balakrishnan | Lim Chiu Liang J B | Sim Say Chuan | Tan Soo Phuan,WP,30121,0.3802
1991,BEDOK,GRC,Abdullah Bin Tarmugi | Beng Kian Lam Arthur | S Jayakumar | Tan Soo Khoon,PAP,49109,0.6198
1991,BOON LAY,SMC,Goh Chee Wee,PAP,10106,0.7327
1991,BOON LAY,SMC,Sahid Bin Sahooman,PKMS,3686,0.2673
1991,BRADDELL HEIGHTS,SMC,Goh Choon Kang,PAP,13454,0.5227
1991,BRADDELL HEIGHTS,SMC,Sin Kek Tong,SDP,12285,0.4773
1991,BRICKWORKS,GRC,Ahmad Mattar | Chay Wai Chuen | Chen Tien Lap Bernard | Wan Soon Bee,PAP,na,na
1991,BUKIT BATOK,SMC,Kwan Yue Keng,SDP,11347,0.4818
1991,BUKIT BATOK,SMC,Ong Chit Chung,PAP,12205,0.5182
1991,BUKIT GOMBAK,SMC,Ling How Doong,SDP,12037,0.514
1991,BUKIT GOMBAK,SMC,Seet Ai Mee,PAP,11383,0.486
1991,BUKIT MERAH,SMC,Ch'ng Jit Koon,PAP,6878,0.6194
1991,BUKIT MERAH,SMC,Gopalan Nair,WP,4046,0.3643
1991,BUKIT MERAH,SMC,Patrick Leong Siew Choong,Independent,181,0.0163
1991,BUKIT TIMAH,SMC,Md Sani Jan,Independent,371,0.0168
1991,BUKIT TIMAH,SMC,Wang Kai Yuen,PAP,16080,0.7264
1991,BUKIT TIMAH,SMC,Zeng Guoyuan,WP,5683,0.2568
1991,BUONA VISTA,SMC,A Karim Sattar,PKMS,2716,0.2058
1991,BUONA VISTA,SMC,Peter Sung,PAP,10481,0.7942
1991,CHANGI,SMC,Tan Bin Seng,WP,10901,0.47
1991,CHANGI,SMC,Teo Chong Tee,PAP,12292,0.53
1991,CHENG SAN,GRC,Chandra Das S | Heng Chiang Meng | Lee Yock Suan | Michael Lim Chun Leng,PAP,54963,0.6405
1991,CHENG SAN,GRC,Chng Chin Siah | Chng Wee Hong | De Gracias Gertrude Magdeline | Pok Lee Chuan,NSP,30849,0.3595
1991,CHUA CHU KANG,SMC,Harry W Baptist,Independent,1611,0.0761
1991,CHUA CHU KANG,SMC,Kwek Guan Kwee,Independent,5071,0.2395
1991,CHUA CHU KANG,SMC,Low Seow Chay,PAP,14489,0.6844
1991,EUNOS,GRC,Chew Heng Ching | Charles Chong You Fook | Sidek B Saniff | Tay Eng Soon,PAP,45833,0.5238
1991,EUNOS,GRC,Lee Siew-Choh | Mohamed Jufrie Mahmood | Neo Choon Aik | Wee Han Kim,WP,41673,0.4762
1991,HONG KAH,GRC,Chen John | Chen Koon Lap Kenneth | Harun Bin A Ghani | Yeo Cheow Tong,PAP,na,na
1991,HOUGANG,SMC,Low Thia Khiang,WP,10621,0.5282
1991,HOUGANG,SMC,Tang Guan Seng,PAP,9487,0.4718
1991,JALAN BESAR,GRC,Choo Wee Khiang | Lee Boon Yang | Peh Chin Hua | Zulkifli Mohammed,PAP,na,na
1991,JURONG,SMC,John Gan Eng Guan,WP,8965,0.306
1991,JURONG,SMC,Ho Kah Leong,PAP,18843,0.6432
1991,JURONG,SMC,Mohamed Bin Awang,PKMS,1489,0.0508
1991,KAMPONG GLAM,GRC,Loh Meng See | R Sinnakaruppan | Wong Kwei Cheong | Yeo Ning Hong,PAP,na,na
1991,KRETA AYER,SMC,Hu Tsu Tau,PAP,na,na
1991,LENG KEE,SMC,G K Niddy,Independent,4080,0.2343
1991,LENG KEE,SMC,Ow Chin Hock,PAP,13331,0.7657
1991,MARINE PARADE,GRC,Aminuddin Bin Ami | Rajasekaran K S M | Suib Bin Abdul Rahman | Theng Chin Eng,JPS,15222,0.2275
1991,MARINE PARADE,GRC,Goh Chok Tong | Lim Chee Onn | Othman Haron Eusofe | Matthias Yao Chih,PAP,51685,0.7725
1991,MOUNTBATTEN,SMC,Yap Giau Cheng Eugene,PAP,11029,0.7795
1991,MOUNTBATTEN,SMC,Yen Kim Khooi,Independent,3119,0.2205
1991,NEE SOON CENTRAL,SMC,Cheo Chai Chen,SDP,12709,0.5033
1991,NEE SOON CENTRAL,SMC,Ng Pock Too,PAP,12541,0.4967
1991,NEE SOON SOUTH,SMC,Koh Lip Lin,PAP,13719,0.5276
1991,NEE SOON SOUTH,SMC,Low Yong Nguan,SDP,12284,0.4724
1991,POTONG PASIR,SMC,Chiam See Tong,SDP,12582,0.6964
1991,POTONG PASIR,SMC,Andy Gan Lai Chiang,PAP,5486,0.3036
1991,SEMBAWANG,GRC,Ho Peng Kee | K Shanmugam | Lee Yiok Seng | Tony Tan Keng Yam,PAP,na,na
1991,TAMPINES,GRC,Chng Hee Kok | Mah Bow Tan | Aline Wong | Yatiman Yusof,PAP,38844,0.5948
1991,TAMPINES,GRC,Ong Seng Kwe | Rasiah Thiagarajah | Sarry B Hassan | Ken Sunn,NSP,26457,0.4052
1991,TANGLIN,SMC,Gnaguru s/o Thamboo Mylvaganam,Independent,163,0.0123
1991,TANGLIN,SMC,Lew Syn Pau,PAP,9113,0.6852
1991,TANGLIN,SMC,Jimmy Tan Tiang Hoe,SDP,4022,0.3025
1991,TANJONG PAGAR,GRC,Koo Tsai Kee | Lee Kuan Yew | Lim Hng Kiang | S Vasoo,PAP,na,na
1991,THOMSON,GRC,Ibrahim B Othman | Lau Teik Soon | Leong Horn Kee | Wong Kan Seng,PAP,na,na
1991,TOA PAYOH,GRC,Davinder Singh | Ho Tat Kin | Ong Teng Cheong | S Dhanabalan,PAP,na,na
1991,ULU PANDAN,SMC,Lim Boon Heng,PAP,11426,0.5641
1991,ULU PANDAN,SMC,Ashleigh Seow,SDP,8828,0.4359
1991,YUHUA,SMC,Foo Yee Shoon,PAP,9945,0.5616
1991,YUHUA,SMC,Toh Kim Kiat,SDP,7762,0.4384
1997,ALJUNIED,GRC,Aziz Ibrahim | Kwan Yue Keng | S. Kunalen | Tay Hoon | Wong Hong Toy,SDP,31645,0.3298
1997,ALJUNIED,GRC,Ker Sin Tze | Lim Tik En David | Sidek B Saniff | Toh See Kiat | George Yong-Boon Yeo,PAP,64299,0.6702
1997,ANG MO KIO,GRC,Lee Hsien Loong | Seng Han Thong | Inderjit Singh | Tan Boon Wan | Tang Guan Seng,PAP,na,na
1997,AYER RAJAH,SMC,Sin Kek Tong,SPP,5531,0.2683
1997,AYER RAJAH,SMC,Tan Cheng Bock,PAP,15081,0.7317
1997,BISHAN-TOA PAYOH,GRC,Ho Tat Kin | Ibrahim Othman | Leong Horn Kee | Davinder Singh | Wong Kan Seng,PAP,na,na
1997,BOON LAY,SMC,Goh Chee Wee,PAP,12407,0.661
1997,BOON LAY,SMC,Christopher Neo Ting Wei,NSP,6362,0.339
1997,BUKIT GOMBAK,SMC,Ang Mong Seng,PAP,15229,0.6514
1997,BUKIT GOMBAK,SMC,Ling How Doong,SDP,6643,0.2842
1997,BUKIT GOMBAK,SMC,Syed Farid Wajidi,SPP,1506,0.0644
1997,BUKIT TIMAH,GRC,Foo Yee Shoon | Lim Boon Heng | Ong Chit Chung | R. Ravindran | Wang Kai Yuen,PAP,na,na
1997,CHENG SAN,GRC,Abdul Rahim Bin Osman | Huang Seow Kwang | J B Jeyaretnam | Tan Bin Seng | Tang Liang Hong,WP,44132,0.4518
1997,CHENG SAN,GRC,Heng Chiang Meng | Lee Yock Suan | Michael Lim Chun Leng | Yeo Guat Kwang | Zainul Abidin Rasheed,PAP,53553,0.5482
1997,CHUA CHU KANG,SMC,Chia Shi Teck,Independent,3210,0.1406
1997,CHUA CHU KANG,SMC,Low Seow Chay,PAP,14141,0.6192
1997,CHUA CHU KANG,SMC,Tan Soo Phuan,DPP,445,0.0195
1997,CHUA CHU KANG,SMC,Yip Yew Weng,NSP,5040,0.2207
1997,EAST COAST,GRC,Abdullah Tarmugi | Chan Soo Sen | Chew Heng Ching | Chng Hee Kok | S Jayakumar | Tan Soo Khoon,PAP,na,na
1997,HONG KAH,GRC,John Chen | Kenneth Chen Koon Lap | Peter Chen Min Liang | Harun Abdul Ghani | Yeo Cheow Tong,PAP,82182,0.69
1997,HONG KAH,GRC,Steve Chia Kiah Hong | Kee Chin Wah Patrick | Tan Chee Kien | Wong Wee Nam | Yadzeth Bin Hairis,NSP,36920,0.31
1997,HOUGANG,SMC,Heng Chee How,PAP,9736,0.4198
1997,HOUGANG,SMC,Low Thia Khiang,WP,13458,0.5802
1997,JALAN BESAR,GRC,David Chew | Gandhi Ambalam | Jufrie Mahmood | Low Yong Nguan,SDP,21537,0.3245
1997,JALAN BESAR,GRC,Choo Wee Khiang | Lee Boon Yang | Peh Chin Hua | Yaacob Ibrahim,PAP,44840,0.6755
1997,KAMPONG GLAM,SMC,Loh Meng See,PAP,13446,0.7452
1997,KAMPONG GLAM,SMC,Tan Lead Shake,DPP,4598,0.2548
1997,KRETA AYER - TANGLIN,GRC,Hu Tsu Tau | Lew Syn Pau | Lily Neo | R Sinnakaruppan,PAP,na,na
1997,MACPHERSON,SMC,Chee Soon Juan,SDP,6713,0.3486
1997,MACPHERSON,SMC,Matthias Yao Chih,PAP,12546,0.6514
1997,MARINE PARADE,GRC,Goh Chok Tong | Goh Choon Kang | Lim Hwee Hua | Mohamad Maidin B P M | Othman Haron Eusofe | Yap Giau Cheng Eugene,PAP,na,na
1997,NEE SOON CENTRAL,SMC,Cheo Chai Chen,SDP,9591,0.3867
1997,NEE SOON CENTRAL,SMC,Ong Ah Heng,PAP,15214,0.6133
1997,PASIR RIS,GRC,A. Balakrishnan | A. Rahim | Lim Chiu Liang | Sim Say Chuan,WP,23404,0.2914
1997,PASIR RIS,GRC,Ahmad Bin Mohamed Magad | Chong You Fook Charles | Ong Kian Min | Teo Chee Hean,PAP,56907,0.7086
1997,POTONG PASIR,SMC,Chiam See Tong,SPP,9709,0.5515
1997,POTONG PASIR,SMC,Gan Lai Chiang,PAP,7895,0.4485
1997,SEMBAWANG,GRC,Chin Tet Yung | Hawazi Daipi | Ho Peng Kee | K Shanmugam | Tony Tan Keng Yam | Teo Ho Pin,PAP,na,na
1997,TAMPINES,GRC,Aline Wong | Mah Bow Tan | Sin Boon Ann | Yatiman Yusof,PAP,na,na
1997,TANJONG PAGAR,GRC,Chay Wai Chuen | Koo Tsai Kee | Lee Kuan Yew | Lim Swee Say | Ow Chin Hock | S Vasoo,PAP,na,na
1997,WEST COAST,GRC,Mike Chan | D'Cruz Anthony | John Gan Eng Guan | Ng Teck Siong,WP,20550,0.2986
1997,WEST COAST,GRC,Chen Tien Lap Bernard | Lim Hng Kiang | S Iswaran | Wan Soon Bee,PAP,48275,0.7014
2001,ALJUNIED,GRC,Ong Seh Hong | Phua Cynthia | Yeo Guat Kwang | George Yong-Boon Yeo | Zainul Abidin Rasheed,PAP,na,na
2001,ANG MO KIO,GRC,Inderjit Singh | Lee Hsien Loong | Sadasivan Balaji | Seng Han Thong | Tan Boon Wan | Wee Siew Kim,PAP,na,na
2001,AYER RAJAH,SMC,Tan Cheng Bock,PAP,15024,0.8796
2001,AYER RAJAH,SMC,Tan Lead Shake,DPP,2057,0.1204
2001,BISHAN-TOA PAYOH,GRC,Davinder Singh | Leong Horn Kee | Ng Eng Hen | Wong Kan Seng | Zainudin Nordin,PAP,na,na
2001,BUKIT TIMAH,SMC,Tan Kim Chuang,Independent,1215,0.0492
2001,BUKIT TIMAH,SMC,Tong Meng Chye,SDA,4376,0.1771
2001,BUKIT TIMAH,SMC,Wang Kai Yuen,PAP,19121,0.7737
2001,CHUA CHU KANG,SMC,Steve Chia,SDA,8143,0.3466
2001,CHUA CHU KANG,SMC,Low Seow Chay,PAP,15349,0.6534
2001,EAST COAST,GRC,Abdullah Tarmugi | Chew Heng Ching | Lee Yock Suan | Lim Siang Keat Raymond | S Jayakumar | Tan Soo Khoon,PAP,na,na
2001,HOLLAND-BUKIT TIMAH,GRC,Gan Kim Yong | Lim Swee Say | David Lim Tik En | Teo Ho Pin | Vivian Balakrishnan,PAP,na,na
2001,HONG KAH,GRC,Ahmad Khalis Abdul Ghani | Ang Mong Seng | John Chen | Amy Khor Lean Suan | Yeo Cheow Tong,PAP,96450,0.7974
2001,HONG KAH,GRC,Cheo Chai Chen | Lim Boon Heng | Lim Tung Hee | Sarry Bin Hassan | Wong Hong Toy,SDP,24513,0.2026
2001,HOUGANG,SMC,Eric Low Siak Meng,PAP,9882,0.4502
2001,HOUGANG,SMC,Low Thia Khiang,WP,12070,0.5498
2001,JALAN BESAR,GRC,Fong Chin Leong | Lim Bak Chuan | Mohd Rahizan Bin Ya'acob | Ng Kee How | Sin Kek Tong,SDA,23391,0.2551
2001,JALAN BESAR,GRC,Heng Chee How | Lee Boon Yang | Loh Meng See | Lily Tirtasana Neo | Yaacob Bin Ibrahim,PAP,68309,0.7449
2001,JOO CHIAT,SMC,Chan Soo Sen,PAP,15426,0.8355
2001,JOO CHIAT,SMC,Ooi Boon Ewe,Independent,3038,0.1645
2001,JURONG,GRC,Chee Siok Chin | Chee Soon Juan | Ghandi s/o Karuppiah Ambalam | Mohamed Isa Bin Abdul Aziz | Yeo Boon Keng Vincent,SDP,21511,0.2025
2001,JURONG,GRC,Foo Yee Shoon | Halimah Bt Yacob | Lim Boon Heng | Ong Chit Chung | Shanmugaratnam Tharman,PAP,84742,0.7975
2001,MACPHERSON,SMC,Tan Soo Phuan,DPP,3277,0.1627
2001,MACPHERSON,SMC,Matthias Yao Chih,PAP,16870,0.8373
2001,MARINE PARADE,GRC,Gan Lai Chiang | Goh Chok Tong | Mohamad Maidin B P M | Othman Haron Eusofe | R Ravindran | Tan Hwee Hua @ Lim Hwee Hua,PAP,na,na
2001,NEE SOON CENTRAL,SMC,Ling How Doong,SDP,4583,0.2148
2001,NEE SOON CENTRAL,SMC,Ong Ah Heng,PAP,16755,0.7852
2001,NEE SOON EAST,SMC,Ho Peng Kee,PAP,19566,0.7368
2001,NEE SOON EAST,SMC,Poh Lee Guan,WP,6990,0.2632
2001,PASIR RIS-PUNGGOL,GRC,Ahmad Magad | Charles Chong | Michael Lim | Penny Low | Teo Chee Hean,PAP,na,na
2001,POTONG PASIR,SMC,Chiam See Tong,SDA,8107,0.5243
2001,POTONG PASIR,SMC,Sitoh Yih Pin,PAP,7356,0.4757
2001,SEMBAWANG,GRC,Chin Tet Yung | Hawazi B Daipi | Kasiviswanathan Shanmugam | Lee Wei Rhen Warren | Mohd Maliki B Osman | Tony Tan Keng Yam,PAP,na,na
2001,TAMPINES,GRC,Abdul Rahim Bin Osman | Foo Kok Wah | Neo Ting Wei | Sebastian Teo K H | Yip Yew Weng,SDA,31231,0.2666
2001,TAMPINES,GRC,Mah Bow Tan | Ng Phek Hoong Irene | Ong Kian Min | Sin Boon Ann | Yatiman B Yusof,PAP,85915,0.7334
2001,TANJONG PAGAR,GRC,Chay Wai Chuen | Chong Weng Chiew | Indranee Thurai Rajah | Khaw Boon Wan | Koo Tsai Kee | Lee Kuan Yew,PAP,na,na
2001,WEST COAST,GRC,Fong Jen Arthur | Foo Chee Keng Cedric | Ho Geok Choo Madeleine | Lim Hng Kiang | S Iswaran,PAP,na,na
2006,ALJUNIED,GRC,Goh Meng Seng | James Gomez | Lim Swee Lian Sylvia | Mohd Rahizan Bin Yaacob | Tan Wui-Hua,WP,58593,0.4391
2006,ALJUNIED,GRC,Lim Hwee Hua | Cynthia Phua | Yeo Guat Kwang | George Yong-Boon Yeo | Zainul Abidin Rasheed,PAP,74843,0.5609
2006,ANG MO KIO,GRC,Abdul Salim Bin Harun | Gopal Krishnan | Han Su May | Lee Wai Leng | Tan Kian Hwee Melvin | Yaw Shin Leong,WP,49479,0.3386
2006,ANG MO KIO,GRC,Inderjit Singh | Lam Pin Min | Lee Bee Wah | Lee Hsien Loong | Sadasivan Balaji | Wee Siew Kim,PAP,96636,0.6614
2006,BISHAN-TOA PAYOH,GRC,Hri Kumar Sangaran | Ng Eng Hen | Josephine Teo | Wong Kan Seng | Zainudin Bin Nordin,PAP,na,na
2006,BUKIT PANJANG,SMC,Ling How Doong,SDP,6400,0.2281
2006,BUKIT PANJANG,SMC,Teo Ho Pin,PAP,21652,0.7719
2006,CHUA CHU KANG,SMC,Steve Chia,SDA,9292,0.3963
2006,CHUA CHU KANG,SMC,Gan Kim Yong,PAP,14156,0.6037
2006,EAST COAST,GRC,Abdul Rahim | Chia Ti Lik | Brandon Siow | Eric Tan | Perry Tong,WP,37873,0.3614
2006,EAST COAST,GRC,Abdullah Tarmugi | Lee Yi Shyan | Lim Siang Keat Raymond | S Jayakumar | Tan Soon Neo Jessica,PAP,66931,0.6386
2006,HOLLAND-BUKIT TIMAH,GRC,Christopher De Souza | Foo Yee Shoon | Liang Eng Hwa | Lim Swee Say | Vivian Balakrishnan,PAP,na,na
2006,HONG KAH,GRC,Ang Mong Seng | Khor Lean Suan Amy | Yeo Cheow Tong | Yeo Khirn Hai Alvin | Zaqy B Mohamad,PAP,na,na
2006,HOUGANG,SMC,Eric Low Siak Meng,PAP,8308,0.3726
2006,HOUGANG,SMC,Low Thia Khiang,WP,13989,0.6274
2006,JALAN BESAR,GRC,Cheo Chai Chen | Fong Chin Leong | Muhamad Ali Aman | Teo Kway Huang Sebastian | Yeo Boon Keng Vincent,SDA,26151,0.3074
2006,JALAN BESAR,GRC,Heng Chee How | Lee Boon Yang | Lily Neo | Phua Lay Peng Denise | Yaacob Ibrahim,PAP,58913,0.6926
2006,JOO CHIAT,SMC,Chan Soo Sen,PAP,12226,0.6501
2006,JOO CHIAT,SMC,Tan Bin Seng,WP,6580,0.3499
2006,JURONG,GRC,Fu Hai Yien Grace | Halimah Binte Yacob | Lim Boon Heng | Ong Chit Chung | Tharman Shanmugaratnam,PAP,na,na
2006,MACPHERSON,SMC,Sin Kek Tong,SDA,6067,0.3152
